"","Year","Datetime","Stage","Stadium","City","Home_Team_Name","Home_Team_Goals","Away_Team_Goals","Away_Team_Name","Win_conditions","Attendance","H_time_Home_Goals","H_time_Away_Goals","Referee","Assistant_1","Assistant_2","RoundID","MatchID","Home_Team_Initials","Away_Team_Initials","Winner","Winner_Goals"
"104",1958,"08 Jun 1958 - 19:00","Group 1","Malmo Stadion","Malm�","Argentina",1,3,"Germany FR",NA,31156,1,2,"LEAFE Reginald (ENG)","HELGE Leo (DEN)","AHLNER Sten (SWE)",220,1323,"ARG","GER","GER",3
"105",1958,"08 Jun 1958 - 19:00","Group 3","Jarnvallen","Sandviken","Hungary",1,1,"Wales",NA,15343,1,1,"CODESAL Jose Maria (URU)","LEMESIC Leo (SRB)","VAN NUFFEL Lucien (BEL)",220,1407,"HUN","WAL","Tie",1
"106",1958,"08 Jun 1958 - 19:00","Group 2","Idrottsparken","Norrk�Ping","France",7,3,"Paraguay",NA,16518,2,2,"GARDEAZABAL Juan (ESP)","GRIFFITHS Benjamin (WAL)","BROZZI Juan (ARG)",220,1386,"FRA","PAR","FRA",7
"107",1958,"08 Jun 1958 - 19:00","Group 2","Arosvallen","Vasteras","Yugoslavia",1,1,"Scotland",NA,9591,1,0,"WYSSLING Paul (SUI)","ORLANDINI Vincenzo (ITA)","MACKO Martin (CZE)",220,1434,"SRB","SCO","Tie",1
"108",1958,"08 Jun 1958 - 19:00","Group 4","Rimnersvallen","Udevalla","Brazil",3,0,"Austria",NA,17788,1,0,"GUIGUE Maurice (FRA)","DUSCH Albert (GER)","BRONKHORST Jan (NED)",220,1326,"BRA","AUT","BRA",3
"109",1958,"08 Jun 1958 - 19:00","Group 1","Orjans Vall","Halmstad","Northern Ireland",1,0,"Czechoslovakia",NA,10647,1,0,"SEIPELT Fritz (AUT)","ELLIS Arthur (ENG)","FERNANDES CAMPOS Joaquim (POR)",220,1421,"NIR","CZE","NIR",1
"110",1958,"11 Jun 1958 - 19:00","Group 4","Nya Ullevi","Gothenburg","Brazil",0,0,"England",NA,40895,0,0,"DUSCH Albert (GER)","LOEOEW Bertil (SWE)","ZSOLT Istvan (HUN)",220,1339,"BRA","ENG","Tie",0
"111",1958,"11 Jun 1958 - 19:00","Group 3","Rasunda Stadium","Solna","Mexico",1,1,"Wales",NA,15150,0,1,"LEMESIC Leo (SRB)","LATYCHEV Nikolaj (RUS)","CODESAL Jose Maria (URU)",220,1418,"MEX","WAL","Tie",1
"112",1958,"11 Jun 1958 - 19:00","Group 2","Idrottsparken","Norrk�Ping","Paraguay",3,2,"Scotland",NA,11665,2,1,"ORLANDINI Vincenzo (ITA)","GARDEAZABAL Juan (ESP)","ANDREN Bengt (SWE)",220,1423,"PAR","SCO","PAR",3
"113",1958,"11 Jun 1958 - 19:00","Group 2","Arosvallen","Vasteras","Yugoslavia",3,2,"France",NA,12217,1,1,"GRIFFITHS Benjamin (WAL)","WYSSLING Paul (SUI)","DRAGVOLL Georg (NOR)",220,1388,"SRB","FRA","SRB",3
"114",1958,"11 Jun 1958 - 19:00","Group 4","Ryavallen","Boras","Soviet Union",2,0,"Austria",NA,21239,1,0,"JORGENSEN Carl Frederik (DEN)","NILSEN Birger (NOR)","ACKEBORN Gosta (SWE)",220,1332,"RUS","AUT","RUS",2
"115",1958,"11 Jun 1958 - 19:00","Group 1","Olympia Stadium","Helsingborg","Germany FR",2,2,"Czechoslovakia",NA,25000,0,2,"ELLIS Arthur (ENG)","LEAFE Reginald (ENG)","SEIPELT Fritz (AUT)",220,1391,"GER","CZE","Tie",2
"116",1958,"11 Jun 1958 - 19:00","Group 1","Orjans Vall","Halmstad","Argentina",3,1,"Northern Ireland",NA,14174,1,1,"AHLNER Sten (SWE)","FERNANDES CAMPOS Joaquim (POR)","HELGE Leo (DEN)",220,1324,"ARG","NIR","ARG",3
"117",1958,"12 Jun 1958 - 19:00","Group 3","Rasunda Stadium","Solna","Sweden",2,1,"Hungary",NA,38850,1,0,"MOWAT Jack (SCO)","VAN NUFFEL Lucien (BEL)","DRAGVOLL Georg (NOR)",220,1406,"SWE","HUN","SWE",2
"118",1958,"15 Jun 1958 - 14:00","Group 3","Rasunda Stadium","Solna","Sweden",0,0,"Wales",NA,30287,0,0,"VAN NUFFEL Lucien (BEL)","LEMESIC Leo (SRB)","LATYCHEV Nikolaj (RUS)",220,1438,"SWE","WAL","Tie",0
"119",1958,"15 Jun 1958 - 19:00","Group 4","Nya Ullevi","Gothenburg","Brazil",2,0,"Soviet Union",NA,50928,1,0,"GUIGUE Maurice (FRA)","NILSEN Birger (NOR)","JORGENSEN Carl Frederik (DEN)",220,1344,"BRA","RUS","BRA",2
"120",1958,"15 Jun 1958 - 19:00","Group 1","Malmo Stadion","Malm�","Germany FR",2,2,"Northern Ireland",NA,21990,1,1,"FERNANDES CAMPOS Joaquim (POR)","AHLNER Sten (SWE)","HELGE Leo (DEN)",220,1389,"GER","NIR","Tie",2
"121",1958,"15 Jun 1958 - 19:00","Group 3","Jarnvallen","Sandviken","Hungary",4,0,"Mexico",NA,13300,1,0,"ERIKSSON Arne (FIN)","CODESAL Jose Maria (URU)","MOWAT Jack (SCO)",220,1403,"HUN","MEX","HUN",4
"122",1958,"15 Jun 1958 - 19:00","Group 2","Tunavallen","Eskilstuna","Paraguay",3,3,"Yugoslavia",NA,13103,1,2,"MACKO Martin (CZE)","GRIFFITHS Benjamin (WAL)","GARDEAZABAL Juan (ESP)",220,1426,"PAR","SRB","Tie",3
"123",1958,"15 Jun 1958 - 19:00","Group 2","Eyravallen","Orebro","France",2,1,"Scotland",NA,13554,2,0,"BROZZI Juan (ARG)","ORLANDINI Vincenzo (ITA)","WYSSLING Paul (SUI)",220,1387,"FRA","SCO","FRA",2
"124",1958,"15 Jun 1958 - 19:00","Group 4","Ryavallen","Boras","England",2,2,"Austria",NA,15872,0,1,"BRONKHORST Jan (NED)","DUSCH Albert (GER)","ZSOLT Istvan (HUN)",220,1327,"ENG","AUT","Tie",2
"125",1958,"15 Jun 1958 - 19:00","Group 1","Olympia Stadium","Helsingborg","Czechoslovakia",6,1,"Argentina",NA,16418,3,0,"ELLIS Arthur (ENG)","LEAFE Reginald (ENG)","SEIPELT Fritz (AUT)",220,1325,"CZE","ARG","CZE",6
"126",1958,"17 Jun 1958 - 19:00","Group 4","Nya Ullevi","Gothenburg","Soviet Union",1,0,"England",NA,23182,0,0,"DUSCH Albert (GER)","BRONKHORST Jan (NED)","SEIPELT Fritz (AUT)",220,1373,"RUS","ENG","RUS",1
"127",1958,"17 Jun 1958 - 19:00","Group 1","Malmo Stadion","Malm�","Northern Ireland",2,1,"Czechoslovakia","Northern Ireland win after extra time",6196,0,0,"GUIGUE Maurice (FRA)","FERNANDES CAMPOS Joaquim (POR)","AHLNER Sten (SWE)",220,1422,"NIR","CZE","NIR",2
"128",1958,"17 Jun 1958 - 19:00","Group 3","Rasunda Stadium","Solna","Wales",2,1,"Hungary",NA,2823,0,1,"LATYCHEV Nikolaj (RUS)","CODESAL Jose Maria (URU)","ERIKSSON Arne (FIN)",220,1408,"WAL","HUN","WAL",2
"129",1958,"19 Jun 1958 - 19:00","Quarter-finals","Nya Ullevi","Gothenburg","Brazil",1,0,"Wales",NA,25923,0,0,"SEIPELT Fritz (AUT)","GUIGUE Maurice (FRA)","DUSCH Albert (GER)",221,1345,"BRA","WAL","BRA",1
"130",1958,"19 Jun 1958 - 19:00","Quarter-finals","Malmo Stadion","Malm�","Germany FR",1,0,"Yugoslavia",NA,20055,1,0,"WYSSLING Paul (SUI)","FERNANDES CAMPOS Joaquim (POR)","HELGE Leo (DEN)",221,1392,"GER","SRB","GER",1
"131",1958,"19 Jun 1958 - 19:00","Quarter-finals","Rasunda Stadium","Solna","Sweden",2,0,"Soviet Union",NA,31900,0,0,"LEAFE Reginald (ENG)","BROZZI Juan (ARG)","DRAGVOLL Georg (NOR)",221,1437,"SWE","RUS","SWE",2
"132",1958,"19 Jun 1958 - 19:00","Quarter-finals","Idrottsparken","Norrk�Ping","France",4,0,"Northern Ireland",NA,11800,1,0,"GARDEAZABAL Juan (ESP)","LATYCHEV Nikolaj (RUS)","ANDREN Bengt (SWE)",221,1385,"FRA","NIR","FRA",4
"133",1958,"24 Jun 1958 - 19:00","Semi-finals","Nya Ullevi","Gothenburg","Sweden",3,1,"Germany FR",NA,49471,1,1,"ZSOLT Istvan (HUN)","SEIPELT Fritz (AUT)","ELLIS Arthur (ENG)",488,1390,"SWE","GER","SWE",3
"134",1958,"24 Jun 1958 - 19:00","Semi-finals","Rasunda Stadium","Solna","Brazil",5,2,"France",NA,27100,2,1,"GRIFFITHS Benjamin (WAL)","WYSSLING Paul (SUI)","LEAFE Reginald (ENG)",488,1340,"BRA","FRA","BRA",5
"135",1958,"28 Jun 1958 - 17:00","Match for third place","Nya Ullevi","Gothenburg","France",6,3,"Germany FR",NA,32483,3,1,"BROZZI Juan (ARG)","ELLIS Arthur (ENG)","LUNDELL Bengt (SWE)",3483,1382,"FRA","GER","FRA",6
"136",1958,"29 Jun 1958 - 15:00","Final","Rasunda Stadium","Solna","Brazil",5,2,"Sweden",NA,49737,2,1,"GUIGUE Maurice (FRA)","DUSCH Albert (GER)","GARDEAZABAL Juan (ESP)",3482,1343,"BRA","SWE","BRA",5
"137",1962,"30 May 1962 - 15:00","Group 1","Carlos Dittborn","Arica","Uruguay",2,1,"Colombia",NA,7908,0,1,"DOROGI Andor (HUN)","ETZEL FILHO Joao (BRA)","GALBA Karol (CZE)",231,1479,"URU","COL","URU",2
"138",1962,"30 May 1962 - 15:00","Group 3","Estadio Sausalito","Vina Del Mar","Brazil",2,0,"Mexico",NA,10484,0,0,"DIENST Gottfried (SUI)","STEINER Carl (AUT)","SCHWINTE Pierre (FRA)",231,1461,"BRA","MEX","BRA",2
"139",1962,"30 May 1962 - 15:00","Group 4","Estadio El Teniente-Codelco","Rancagua","Argentina",1,0,"Bulgaria",NA,7134,1,0,"GARDEAZABAL Juan (ESP)","BUERGO Fernando (MEX)","MORGAN Raymond (CAN)",231,1447,"ARG","BUL","ARG",1
"140",1962,"30 May 1962 - 15:00","Group 2","Nacional","Santiago De Chile","Chile",3,1,"Switzerland",NA,65006,1,1,"ASTON Ken (ENG)","BLAVIER Arthur (BEL)","YAMASAKI MALDONADO Arturo (MEX)",231,1473,"CHI","SUI","CHI",3
"141",1962,"31 May 1962 - 15:00","Group 1","Carlos Dittborn","Arica","Soviet Union",2,0,"Yugoslavia",NA,9622,0,0,"DUSCH Albert (GER)","ETZEL FILHO Joao (BRA)","ROBLES Carlos (CHI)",231,1563,"RUS","SRB","RUS",2
"142",1962,"31 May 1962 - 15:00","Group 3","Estadio Sausalito","Vina Del Mar","Czechoslovakia",1,0,"Spain",NA,12700,0,0,"STEINER Carl (AUT)","MARINO Esteban (URU)","VAN ROSBERG Walter Jose (CUW)",231,1498,"CZE","ESP","CZE",1
"143",1962,"31 May 1962 - 15:00","Group 4","Estadio El Teniente-Codelco","Rancagua","Hungary",2,1,"England",NA,7938,1,0,"HORN Leo (NED)","BLAVIER Arthur (BEL)","GOLDSTEIN Leo (USA)",231,1490,"HUN","ENG","HUN",2
"144",1962,"31 May 1962 - 15:00","Group 2","Nacional","Santiago De Chile","Germany FR",0,0,"Italy",NA,65440,0,0,"DAVIDSON Bob (SCO)","MORGAN Raymond (CAN)","VENTRE Luis Antonio (ARG)",231,1507,"GER","ITA","Tie",0
"145",1962,"02 Jun 1962 - 15:00","Group 1","Carlos Dittborn","Arica","Yugoslavia",3,1,"Uruguay",NA,8829,2,1,"GALBA Karol (CZE)","DUSCH Albert (GER)","JONNI Cesare (ITA)",231,1564,"SRB","URU","SRB",3
"146",1962,"02 Jun 1962 - 15:00","Group 3","Estadio Sausalito","Vina Del Mar","Brazil",0,0,"Czechoslovakia",NA,14903,0,0,"SCHWINTE Pierre (FRA)","MASSARO Artur (CHI)","DIENST Gottfried (SUI)",231,1462,"BRA","CZE","Tie",0
"147",1962,"02 Jun 1962 - 15:00","Group 4","Estadio El Teniente-Codelco","Rancagua","England",3,1,"Argentina",NA,9794,2,0,"LATYCHEV Nikolaj (RUS)","REGINATO Adolfe Molina (CHI)","MORGAN Raymond (CAN)",231,1450,"ENG","ARG","ENG",3
"148",1962,"02 Jun 1962 - 15:00","Group 2","Nacional","Santiago De Chile","Chile",2,0,"Italy",NA,66057,0,0,"ASTON Ken (ENG)","GOLDSTEIN Leo (USA)","BUERGO Fernando (MEX)",231,1472,"CHI","ITA","CHI",2
"149",1962,"03 Jun 1962 - 15:00","Group 1","Carlos Dittborn","Arica","Soviet Union",4,4,"Colombia",NA,8040,3,1,"ETZEL FILHO Joao (BRA)","DOROGI Andor (HUN)","ROBLES Carlos (CHI)",231,1478,"RUS","COL","Tie",4
"150",1962,"03 Jun 1962 - 15:00","Group 3","Estadio Sausalito","Vina Del Mar","Spain",1,0,"Mexico",NA,11875,0,0,"TESANIC Branko (SRB)","VICUNA Claudio (CHI)","VAN ROSBERG Walter Jose (CUW)",231,1497,"ESP","MEX","ESP",1
"151",1962,"03 Jun 1962 - 15:00","Group 4","Estadio El Teniente-Codelco","Rancagua","Hungary",6,1,"Bulgaria",NA,7442,4,0,"GARDEAZABAL Juan (ESP)","DAVIDSON Bob (SCO)","SILVA Luis (CHI)",231,1470,"HUN","BUL","HUN",6
"152",1962,"03 Jun 1962 - 15:00","Group 2","Nacional","Santiago De Chile","Germany FR",2,1,"Switzerland",NA,64922,1,0,"HORN Leo (NED)","LATYCHEV Nikolaj (RUS)","VENTRE Luis Antonio (ARG)",231,1510,"GER","SUI","GER",2
"153",1962,"06 Jun 1962 - 15:00","Group 1","Carlos Dittborn","Arica","Soviet Union",2,1,"Uruguay",NA,9973,1,0,"JONNI Cesare (ITA)","DOROGI Andor (HUN)","DUSCH Albert (GER)",231,1562,"RUS","URU","RUS",2
"154",1962,"06 Jun 1962 - 15:00","Group 3","Estadio Sausalito","Vina Del Mar","Brazil",2,1,"Spain",NA,18715,0,1,"BUSTAMANTE Sergio (CHI)","MARINO Esteban (URU)","SUNDHEIM Jose Antonio (COL)",231,1460,"BRA","ESP","BRA",2
"155",1962,"06 Jun 1962 - 15:00","Group 4","Estadio El Teniente-Codelco","Rancagua","Hungary",0,0,"Argentina",NA,7945,0,0,"YAMASAKI MALDONADO Arturo (MEX)","BULNES R. (CHI)","GARDEAZABAL Juan (ESP)",231,1451,"HUN","ARG","Tie",0
"156",1962,"06 Jun 1962 - 15:00","Group 2","Nacional","Santiago De Chile","Germany FR",2,0,"Chile",NA,67224,1,0,"DAVIDSON Bob (SCO)","ASTON Ken (ENG)","HORN Leo (NED)",231,1471,"GER","CHI","GER",2
"157",1962,"07 Jun 1962 - 15:00","Group 1","Carlos Dittborn","Arica","Yugoslavia",5,0,"Colombia",NA,7167,2,0,"ROBLES Carlos (CHI)","JONNI Cesare (ITA)","GALBA Karol (CZE)",231,1480,"SRB","COL","SRB",5
"158",1962,"07 Jun 1962 - 15:00","Group 3","Estadio Sausalito","Vina Del Mar","Mexico",3,1,"Czechoslovakia",NA,10648,2,1,"DIENST Gottfried (SUI)","TESANIC Branko (SRB)","SUNDHEIM Jose Antonio (COL)",231,1544,"MEX","CZE","MEX",3
"159",1962,"07 Jun 1962 - 15:00","Group 4","Estadio El Teniente-Codelco","Rancagua","England",0,0,"Bulgaria",NA,5700,0,0,"BLAVIER Arthur (BEL)","REGINATO Adolfe Molina (CHI)","BULNES R. (CHI)",231,1464,"ENG","BUL","Tie",0
"160",1962,"07 Jun 1962 - 15:00","Group 2","Nacional","Santiago De Chile","Italy",3,0,"Switzerland",NA,59828,1,0,"LATYCHEV Nikolaj (RUS)","DAVIDSON Bob (SCO)","RUMENCZEEV Dimitar (BUL)",231,1532,"ITA","SUI","ITA",3
"161",1962,"10 Jun 1962 - 14:30","Quarter-finals","Carlos Dittborn","Arica","Chile",2,1,"Soviet Union",NA,17268,2,1,"HORN Leo (NED)","ETZEL FILHO Joao (BRA)","GALBA Karol (CZE)",232,1474,"CHI","RUS","CHI",2
"162",1962,"10 Jun 1962 - 14:30","Quarter-finals","Estadio Sausalito","Vina Del Mar","Brazil",3,1,"England",NA,17736,1,1,"SCHWINTE Pierre (FRA)","DIENST Gottfried (SUI)","BUSTAMANTE Sergio (CHI)",232,1459,"BRA","ENG","BRA",3
"163",1962,"10 Jun 1962 - 14:30","Quarter-finals","Estadio El Teniente-Codelco","Rancagua","Czechoslovakia",1,0,"Hungary",NA,11690,1,0,"LATYCHEV Nikolaj (RUS)","BUERGO Fernando (MEX)","RUMENCZEEV Dimitar (BUL)",232,1525,"CZE","HUN","CZE",1
"164",1962,"10 Jun 1962 - 14:30","Quarter-finals","Nacional","Santiago De Chile","Yugoslavia",1,0,"Germany FR",NA,63324,0,0,"YAMASAKI MALDONADO Arturo (MEX)","VENTRE Luis Antonio (ARG)","SILVA Jose Antonio (CHI)",232,1511,"SRB","GER","SRB",1
"165",1962,"13 Jun 1962 - 14:30","Semi-finals","Estadio Sausalito","Vina Del Mar","Czechoslovakia",3,1,"Yugoslavia",NA,5890,0,0,"DIENST Gottfried (SUI)","STEINER Carl (AUT)","JONNI Cesare (ITA)",514,1559,"CZE","SRB","CZE",3
"166",1962,"13 Jun 1962 - 14:30","Semi-finals","Nacional","Santiago De Chile","Brazil",4,2,"Chile",NA,76594,2,1,"YAMASAKI MALDONADO Arturo (MEX)","MARINO Esteban (URU)","VENTRE Luis Antonio (ARG)",514,1458,"BRA","CHI","BRA",4
"167",1962,"16 Jun 1962 - 14:30","Match for third place","Nacional","Santiago De Chile","Chile",1,0,"Yugoslavia",NA,66697,0,0,"GARDEAZABAL Juan (ESP)","DUSCH Albert (GER)","DOROGI Andor (HUN)",3481,1475,"CHI","SRB","CHI",1
"168",1962,"17 Jun 1962 - 14:30","Final","Nacional","Santiago De Chile","Brazil",3,1,"Czechoslovakia",NA,68679,1,1,"LATYCHEV Nikolaj (RUS)","HORN Leo (NED)","DAVIDSON Bob (SCO)",3480,1463,"BRA","CZE","BRA",3
"169",1966,"11 Jul 1966 - 19:30","Group 1","Wembley Stadium","London","England",0,0,"Uruguay",NA,87148,0,0,"ZSOLT Istvan (HUN)","BAKHRAMOV Tofik (RUS)","RUMENCZEEV Dimitar (BUL)",238,1636,"ENG","URU","Tie",0
"170",1966,"12 Jul 1966 - 19:30","Group 2","Hillsborough","Sheffield","Germany FR",5,0,"Switzerland",NA,36127,3,0,"PHILLIPS Hugh (SCO)","ADAIR John (NIR)","LOEOEW Bertil (SWE)",238,1656,"GER","SUI","GER",5
"171",1966,"12 Jul 1966 - 19:30","Group 3","Goodison Park","Liverpool","Brazil",2,0,"Bulgaria",NA,47308,1,0,"TSCHENSCHER Kurt (GER)","McCABE George (ENG)","TAYLOR John (ENG)",238,1596,"BRA","BUL","BRA",2
"172",1966,"12 Jul 1966 - 19:30","Group 4","Ayresome Park","Middlesbrough","Soviet Union",3,0,"Korea DPR",NA,23006,2,0,"GARDEAZABAL Juan (ESP)","KANDIL Aly Hussein (EGY)","DIENST Gottfried (SUI)",238,1710,"RUS","PRK","RUS",3
"173",1966,"13 Jul 1966 - 19:30","Group 1","Wembley Stadium","London","France",1,1,"Mexico",NA,69237,0,0,"ASHKENAZI Menachem (ISR)","FERNANDES CAMPOS Joaquim (POR)","GALBA Karol (CZE)",238,1650,"FRA","MEX","Tie",1
"174",1966,"13 Jul 1966 - 19:30","Group 3","Old Trafford Stadium","Manchester","Portugal",3,1,"Hungary",NA,29886,1,0,"CALLAGHAN Leo (WAL)","HOWLEY Kevin (ENG)","CLEMENTS William (ENG)",238,1675,"POR","HUN","POR",3
"175",1966,"13 Jul 1966 - 19:30","Group 2","Villa Park","Birmingham","Argentina",2,1,"Spain",NA,42738,0,0,"RUMENCZEEV Dimitar (BUL)","YAMASAKI MALDONADO Arturo (MEX)","ZECEVIC Konstantin (SRB)",238,1578,"ARG","ESP","ARG",2
"176",1966,"13 Jul 1966 - 19:30","Group 4","Roker Park Ground","Sunderland","Italy",2,0,"Chile",NA,27199,1,0,"DIENST Gottfried (SUI)","FINNEY Jim (ENG)","KREITLEIN Rudolf (GER)",238,1608,"ITA","CHI","ITA",2
"177",1966,"15 Jul 1966 - 19:30","Group 1","White City","London","Uruguay",2,1,"France",NA,45662,2,1,"GALBA Karol (CZE)","CALLAGHAN Leo (WAL)","MARQUES Armando (BRA)",238,1653,"URU","FRA","URU",2
"178",1966,"15 Jul 1966 - 19:30","Group 2","Hillsborough","Sheffield","Spain",2,1,"Switzerland",NA,32028,0,1,"BAKHRAMOV Tofik (RUS)","ZSOLT Istvan (HUN)","PHILLIPS Hugh (SCO)",238,1641,"ESP","SUI","ESP",2
"179",1966,"15 Jul 1966 - 19:30","Group 3","Goodison Park","Liverpool","Hungary",3,1,"Brazil",NA,51387,1,1,"DAGNALL Kenneth (ENG)","HOWLEY Kevin (ENG)","YAMASAKI MALDONADO Arturo (MEX)",238,1597,"HUN","BRA","HUN",3
"180",1966,"15 Jul 1966 - 19:30","Group 4","Ayresome Park","Middlesbrough","Korea DPR",1,1,"Chile",NA,13792,0,1,"KANDIL Aly Hussein (EGY)","CRAWFORD William (SCO)","FINNEY Jim (ENG)",238,1609,"PRK","CHI","Tie",1
"181",1966,"16 Jul 1966 - 15:00","Group 3","Old Trafford Stadium","Manchester","Portugal",3,0,"Bulgaria",NA,25438,2,0,"CODESAL Jose Maria (URU)","GOICOECHEA Roberto (ARG)","TSCHENSCHER Kurt (GER)",238,1602,"POR","BUL","POR",3
"182",1966,"16 Jul 1966 - 15:00","Group 2","Villa Park","Birmingham","Germany FR",0,0,"Argentina",NA,46587,0,0,"ZECEVIC Konstantin (SRB)","FERNANDES CAMPOS Joaquim (POR)","LOEOEW Bertil (SWE)",238,1579,"GER","ARG","Tie",0
"183",1966,"16 Jul 1966 - 15:00","Group 4","Roker Park Ground","Sunderland","Soviet Union",1,0,"Italy",NA,27793,0,0,"KREITLEIN Rudolf (GER)","CRAWFORD William (SCO)","KANDIL Aly Hussein (EGY)",238,1682,"RUS","ITA","RUS",1
"184",1966,"16 Jul 1966 - 19:30","Group 1","Wembley Stadium","London","England",2,0,"Mexico",NA,92570,1,0,"LO BELLO Concetto (ITA)","CHOI Duk Ryong (PRK)","ASHKENAZI Menachem (ISR)",238,1634,"ENG","MEX","ENG",2
"185",1966,"19 Jul 1966 - 16:30","Group 1","Wembley Stadium","London","Uruguay",0,0,"Mexico",NA,61112,0,0,"LOEOEW Bertil (SWE)","VICUNA Claudio (CHI)","LO BELLO Concetto (ITA)",238,1689,"URU","MEX","Tie",0
"186",1966,"19 Jul 1966 - 19:30","Group 2","Hillsborough","Sheffield","Argentina",2,0,"Switzerland",NA,32127,0,0,"FERNANDES CAMPOS Joaquim (POR)","ZSOLT Istvan (HUN)","BAKHRAMOV Tofik (RUS)",238,1582,"ARG","SUI","ARG",2
"187",1966,"19 Jul 1966 - 19:30","Group 3","Goodison Park","Liverpool","Portugal",3,1,"Brazil",NA,58479,2,0,"McCABE George (ENG)","CALLAGHAN Leo (WAL)","DAGNALL Kenneth (ENG)",238,1598,"POR","BRA","POR",3
"188",1966,"19 Jul 1966 - 19:30","Group 4","Ayresome Park","Middlesbrough","Korea DPR",1,0,"Italy",NA,17829,1,0,"SCHWINTE Pierre (FRA)","ADAIR John (NIR)","TAYLOR John (ENG)",238,1679,"PRK","ITA","PRK",1
"189",1966,"20 Jul 1966 - 19:30","Group 1","Wembley Stadium","London","England",2,0,"France",NA,98270,1,0,"YAMASAKI MALDONADO Arturo (MEX)","GALBA Karol (CZE)","RUMENCZEEV Dimitar (BUL)",238,1632,"ENG","FRA","ENG",2
"190",1966,"20 Jul 1966 - 19:30","Group 3","Old Trafford Stadium","Manchester","Hungary",3,1,"Bulgaria",NA,24129,2,1,"GOICOECHEA Roberto (ARG)","GARDEAZABAL Juan (ESP)","CODESAL Jose Maria (URU)",238,1599,"HUN","BUL","HUN",3
"191",1966,"20 Jul 1966 - 19:30","Group 2","Villa Park","Birmingham","Germany FR",2,1,"Spain",NA,42187,1,1,"MARQUES Armando (BRA)","VICUNA Claudio (CHI)","CHOI Duk Ryong (PRK)",238,1637,"GER","ESP","GER",2
"192",1966,"20 Jul 1966 - 19:30","Group 4","Roker Park Ground","Sunderland","Soviet Union",2,1,"Chile",NA,16027,1,1,"ADAIR John (NIR)","SCHWINTE Pierre (FRA)","CLEMENTS William (ENG)",238,1610,"RUS","CHI","RUS",2
"193",1966,"23 Jul 1966 - 15:00","Quarter-finals","Wembley Stadium","London","England",1,0,"Argentina",NA,90584,0,0,"KREITLEIN Rudolf (GER)","DIENST Gottfried (SUI)","ZSOLT Istvan (HUN)",239,1577,"ENG","ARG","ENG",1
"194",1966,"23 Jul 1966 - 15:00","Quarter-finals","Hillsborough","Sheffield","Germany FR",4,0,"Uruguay",NA,40007,1,0,"FINNEY Jim (ENG)","KANDIL Aly Hussein (EGY)","PHILLIPS Hugh (SCO)",239,1660,"GER","URU","GER",4
"195",1966,"23 Jul 1966 - 15:00","Quarter-finals","Roker Park Ground","Sunderland","Soviet Union",2,1,"Hungary",NA,26844,1,0,"GARDEAZABAL Juan (ESP)","CODESAL Jose Maria (URU)","FERNANDES CAMPOS Joaquim (POR)",239,1676,"RUS","HUN","RUS",2
"196",1966,"23 Jul 1966 - 15:00","Quarter-finals","Goodison Park","Liverpool","Portugal",5,3,"Korea DPR",NA,40248,2,3,"ASHKENAZI Menachem (ISR)","GALBA Karol (CZE)","SCHWINTE Pierre (FRA)",239,1702,"POR","PRK","POR",5
"197",1966,"25 Jul 1966 - 19:30","Semi-finals","Goodison Park","Liverpool","Germany FR",2,1,"Soviet Union",NA,38273,1,0,"LO BELLO Concetto (ITA)","CODESAL Jose Maria (URU)","GARDEAZABAL Juan (ESP)",536,1659,"GER","RUS","GER",2
"198",1966,"26 Jul 1966 - 19:30","Semi-finals","Wembley Stadium","London","England",2,1,"Portugal",NA,94493,1,0,"SCHWINTE Pierre (FRA)","YAMASAKI MALDONADO Arturo (MEX)","ZECEVIC Konstantin (SRB)",536,1635,"ENG","POR","ENG",2
"199",1966,"28 Jul 1966 - 19:30","Match for third place","Wembley Stadium","London","Portugal",2,1,"Soviet Union",NA,87696,1,1,"DAGNALL Kenneth (ENG)","HOWLEY Kevin (ENG)","KANDIL Aly Hussein (EGY)",3479,1709,"POR","RUS","POR",2
"200",1966,"30 Jul 1966 - 15:00","Final","Wembley Stadium","London","England",4,2,"Germany FR","England win after extra time",96924,0,0,"DIENST Gottfried (SUI)","BAKHRAMOV Tofik (RUS)","GALBA Karol (CZE)",3478,1633,"ENG","GER","ENG",4
"201",1970,"31 May 1970 - 12:00","Group 1","Estadio Azteca","Mexico City","Mexico",0,0,"Soviet Union",NA,107160,0,0,"TSCHENSCHER Kurt (GER)","DUNSTAN Keith (BER)","TAYLOR John (ENG)",250,1902,"MEX","RUS","Tie",0
"202",1970,"02 Jun 1970 - 16:00","Group 2","Cuauhtemoc","Puebla","Uruguay",2,0,"Israel",NA,20654,1,0,"DAVIDSON Bob (SCO)","SCHEURER Ruedi (SUI)","TAREKEGN Seyoum (ETH)",250,1881,"URU","ISR","URU",2
"203",1970,"02 Jun 1970 - 16:00","Group 4","Nou Camp - Estadio Le�n","Leon","Peru",3,2,"Bulgaria",NA,13765,0,1,"SBARDELLA Antonio (ITA)","AGUILAR ELIZALDE Abel (MEX)","MARUYAMA Yoshiyuki (JPN)",250,1780,"PER","BUL","PER",3
